period,date,one,two,three,four,five,six,special,
102000066,08-06,27,17,48,32,04,01,06
102000065,08-02,43,07,44,45,46,27,35
102000064,07-30,43,06,22,15,45,16,48
102000063,07-26,34,17,08,39,21,45,44
102000062,07-23,17,35,24,27,49,04,39
102000061,07-19,05,03,15,09,49,30,48
102000060,07-16,13,31,16,29,10,37,32
102000059,07-12,48,47,29,34,24,15,31
102000058,07-09,43,41,29,28,19,24,37
102000057,07-05,45,40,28,39,11,14,42
102000056,07-02,05,44,01,21,18,40,22
102000055,06-28,26,31,49,22,44,42,29
102000054,06-25,34,18,26,28,38,07,05
102000053,06-21,41,35,39,29,10,44,07
102000052,06-18,41,36,11,04,43,25,27
102000051,06-14,35,47,22,04,16,32,43
102000050,06-11,46,34,49,20,16,42,04
102000049,06-07,39,14,29,33,03,48,22
102000048,06-04,14,46,43,19,34,47,42
102000047,05-31,44,03,33,39,06,10,37
102000046,05-28,17,43,16,30,07,10,23
102000045,05-24,28,10,41,27,31,37,34
102000044,05-21,39,35,42,49,29,24,48
102000043,05-17,24,22,16,23,10,05,31
102000042,05-14,01,30,27,39,07,06,21
102000041,05-10,43,39,25,02,32,17,34
102000040,05-07,35,14,11,25,33,09,02
102000039,05-03,45,32,04,22,01,08,02
102000038,04-30,32,46,37,30,47,10,16
102000037,04-26,17,40,19,30,15,47,25
102000036,04-23,45,36,29,12,15,31,40
102000035,04-19,48,37,42,36,40,03,17
102000034,04-16,18,45,06,48,40,43,24
102000033,04-12,32,22,01,29,03,18,21
102000032,04-09,45,35,48,07,47,16,39
102000031,04-05,21,17,04,35,07,13,33
102000030,04-02,11,20,35,26,23,15,31
102000029,03-29,03,46,02,08,24,15,36
102000028,03-26,39,28,01,42,20,09,47
102000027,03-22,30,23,24,05,13,07,01
102000026,03-19,40,25,01,12,37,39,18
102000025,03-15,23,05,37,13,43,44,26
102000024,03-12,20,47,49,46,35,16,31
102000023,03-08,16,12,29,45,44,13,30
102000022,03-05,36,05,38,24,35,30,11
102000021,03-01,36,34,01,26,37,35,07
102000020,02-26,30,36,39,21,08,15,17
102000019,02-22,28,09,07,35,17,25,36
102000018,02-19,40,28,24,07,23,32,08
102000017,02-15,08,30,34,17,02,40,26
102000016,02-12,27,38,13,03,19,24,40
102000015,02-11,16,46,40,45,48,06,31
102000014,02-10,12,10,21,35,09,31,19
102000013,02-09,22,11,05,17,30,34,10
102000012,02-08,22,26,47,38,04,11,13
102000011,02-05,25,19,38,08,15,30,06
102000010,02-01,46,39,28,01,26,37,03
102000009,01-29,03,31,43,07,34,32,41
102000008,01-25,18,02,48,11,49,04,38
102000007,01-22,31,14,47,02,23,25,48
102000006,01-18,33,46,30,27,22,37,24
102000005,01-15,32,08,34,02,44,46,14
102000004,01-11,48,44,33,10,01,24,37
102000003,01-08,19,14,33,06,05,27,31
102000002,01-04,35,07,24,01,31,47,21
102000001,01-01,04,03,32,33,22,49,21
101000104,12-28,28,37,18,14,42,05,19
101000103,12-25,41,18,25,32,47,12,07
101000102,12-21,13,25,31,48,22,17,26
101000101,12-18,07,15,10,44,19,05,49
101000100,12-14,08,49,28,11,17,21,37
101000099,12-11,44,05,12,38,22,14,25
101000098,12-07,23,08,28,11,19,13,49
101000097,12-04,43,29,23,02,41,30,16
101000096,11-30,37,31,18,26,43,05,08
101000095,11-27,31,13,09,18,19,05,32
101000094,11-23,04,03,46,18,14,02,25
101000093,11-20,23,24,27,06,34,20,16
101000092,11-16,42,33,32,18,17,41,12
101000091,11-13,02,11,22,31,25,14,26
101000090,11-09,37,31,45,38,09,25,21
101000089,11-06,08,47,13,42,48,41,29
101000088,11-02,24,38,36,04,37,18,31
101000087,10-30,20,25,14,36,46,10,02
101000086,10-26,20,41,32,17,28,01,13
101000085,10-23,46,25,20,02,19,07,43
101000084,10-19,39,45,25,13,49,27,11
101000083,10-16,35,03,28,45,02,44,36
101000082,10-12,11,48,43,05,30,12,15
101000081,10-09,30,08,41,18,31,15,45
101000080,10-05,18,09,44,17,33,47,08
101000079,10-02,07,01,28,03,09,40,45
101000078,09-28,42,22,06,47,41,04,18
101000077,09-25,35,19,49,18,45,34,16
101000076,09-21,29,37,42,36,22,30,09
101000075,09-18,48,39,12,13,18,44,35
101000074,09-14,32,33,20,37,38,31,39
101000073,09-11,21,03,31,30,48,04,15
101000072,09-07,19,44,07,17,24,30,31
101000071,09-04,32,48,36,40,10,21,09
101000070,08-31,28,36,45,34,31,18,42
101000069,08-28,06,30,38,03,41,01,46
101000068,08-24,35,43,07,42,34,47,29
101000067,08-21,29,40,46,44,47,06,33
101000066,08-17,43,38,39,48,47,07,29
101000065,08-14,19,27,02,38,31,49,32
101000064,08-10,01,24,26,14,03,45,38
101000063,08-07,12,29,28,43,47,23,26
101000062,08-03,14,44,27,13,18,29,21
101000061,07-31,24,33,44,28,01,43,31
101000060,07-27,22,05,27,07,34,09,45
101000059,07-24,24,11,39,05,21,37,13
101000058,07-20,41,11,44,34,22,14,27
101000057,07-17,25,30,37,19,17,22,31
101000056,07-13,46,15,28,08,35,41,11
101000055,07-10,16,41,03,26,31,28,45
101000054,07-06,18,31,04,11,27,19,24
101000053,07-03,49,41,34,11,18,21,47
101000052,06-29,09,30,36,11,39,45,26
101000051,06-26,01,07,16,41,06,12,49
101000050,06-22,28,36,24,06,44,38,08
101000049,06-19,26,05,19,01,46,17,47
101000048,06-15,47,23,15,09,38,49,36
101000047,06-12,29,21,40,35,03,33,45
101000046,06-08,01,09,24,45,46,49,12
101000045,06-05,11,49,16,40,13,35,39
101000044,06-01,04,44,39,34,18,31,49
101000043,05-29,49,46,38,05,22,43,13
101000042,05-25,01,22,33,40,26,17,11
101000041,05-22,13,01,28,18,08,49,06
101000040,05-18,13,31,23,46,25,39,41
101000039,05-15,44,35,30,49,47,01,46
101000038,05-11,37,30,33,22,10,29,27
101000037,05-08,06,29,23,30,25,24,47
101000036,05-04,17,31,23,39,04,11,14
101000035,05-01,07,43,21,22,05,31,04
101000034,04-27,35,40,45,22,13,24,37
101000033,04-24,39,47,09,21,19,14,11
101000032,04-20,48,25,44,03,02,45,31
101000031,04-17,23,26,43,31,19,25,10
101000030,04-13,20,09,35,04,01,25,43
101000029,04-10,33,06,31,42,27,19,13
101000028,04-06,36,04,37,05,40,14,25
101000027,04-03,44,23,47,08,39,22,36
101000026,03-30,21,38,28,01,20,36,30
101000025,03-27,27,29,28,16,23,18,19
101000024,03-23,36,31,43,37,44,22,11
101000023,03-20,13,07,05,26,46,04,24
101000022,03-16,27,26,43,28,30,31,08
101000021,03-13,06,47,24,48,49,46,40
101000020,03-09,45,21,48,41,44,10,32
101000019,03-06,25,20,02,05,17,48,14
101000018,03-02,15,06,45,31,02,21,24
101000017,02-28,30,47,36,43,02,32,49
101000016,02-24,17,43,02,15,06,13,04
101000015,02-21,42,32,39,46,21,02,19
101000014,02-17,15,30,26,38,44,14,19
101000013,02-14,21,45,02,11,33,19,40
101000012,02-10,43,16,41,29,19,05,37
101000011,02-07,33,41,27,07,22,39,13
101000010,02-03,08,34,32,05,20,35,17
101000009,01-31,11,19,15,33,14,01,42
101000008,01-27,40,20,34,21,22,03,44
101000007,01-24,29,21,44,08,38,45,20
101000006,01-20,22,44,30,39,10,12,09
101000005,01-17,22,04,42,46,10,35,32
101000004,01-13,48,36,46,22,42,43,21
101000003,01-10,03,21,47,27,23,45,40
101000002,01-06,14,41,23,10,35,46,19
101000001,01-03,34,09,26,19,38,40,37
100000104,12-30,15,28,37,13,12,30,03
100000103,12-27,01,08,30,23,32,24,14
100000102,12-23,40,17,27,31,06,48,28
100000101,12-20,26,07,34,09,05,27,08
100000100,12-16,41,31,10,36,44,35,34
100000099,12-13,48,23,36,02,30,44,24
100000098,12-09,37,38,40,45,39,10,18
100000097,12-06,38,14,18,03,13,22,06
100000096,12-02,23,39,45,31,37,27,06
100000095,11-29,07,01,35,36,11,14,10
100000094,11-25,10,43,30,08,36,27,48
100000093,11-22,40,37,46,41,21,16,27
100000092,11-18,12,11,16,10,45,15,19
100000091,11-15,46,21,42,35,12,19,40
100000090,11-11,36,29,20,19,04,32,30
100000089,11-08,02,40,39,11,35,22,36
100000088,11-04,21,14,08,07,02,38,11
100000087,11-01,21,04,07,29,13,14,22
100000086,10-28,24,05,33,36,27,15,01
100000085,10-25,02,05,33,28,44,24,04
100000084,10-21,20,35,33,43,41,34,04
100000083,10-18,46,19,44,32,08,04,21
100000082,10-14,07,26,23,39,08,21,28
100000081,10-11,06,34,18,43,02,33,28
100000080,10-07,01,30,16,06,13,33,03
100000079,10-04,08,49,29,26,15,02,03
100000078,09-30,10,44,11,34,48,24,31
100000077,09-27,09,42,23,03,26,31,41
100000076,09-23,27,23,16,14,44,28,40
100000075,09-20,28,25,27,34,02,37,42
100000074,09-16,48,28,23,36,30,15,45
100000073,09-13,11,48,02,41,08,38,18
100000072,09-09,12,08,15,36,01,47,10
100000071,09-06,41,29,38,23,09,02,08
100000070,09-02,30,05,35,22,24,02,42
100000069,08-30,48,26,36,37,10,12,34
100000068,08-26,10,31,45,33,32,43,30
100000067,08-23,42,29,23,32,05,36,14
100000066,08-19,32,41,18,30,13,48,45
100000065,08-16,43,42,26,38,30,37,32
100000064,08-12,12,22,45,02,40,14,04
100000063,08-09,49,25,27,33,38,40,12
100000062,08-05,03,28,25,49,24,20,30
100000061,08-02,27,17,45,24,42,28,31
100000060,07-29,19,38,46,28,06,37,42
100000059,07-26,02,08,29,36,35,13,14
100000058,07-22,08,22,06,04,05,38,42
100000057,07-19,17,37,20,47,49,02,36
100000056,07-15,43,49,23,30,27,17,31
100000055,07-12,24,41,08,31,35,37,19
100000054,07-08,43,37,47,16,18,35,07
100000053,07-05,15,02,28,01,32,18,26
100000052,07-01,09,49,23,44,31,25,02
100000051,06-28,33,27,13,11,15,23,04
100000050,06-24,38,11,27,21,19,39,24
100000049,06-21,46,10,01,13,40,42,41
100000048,06-17,01,02,31,19,47,48,36
100000047,06-14,33,21,31,17,48,05,25
100000046,06-10,29,06,37,10,41,19,09
100000045,06-07,39,03,31,22,27,08,14
100000044,06-03,12,08,15,13,46,35,30
100000043,05-31,43,32,38,05,09,15,12
100000042,05-27,48,10,43,05,32,24,04
100000041,05-24,24,16,25,19,01,26,21
100000040,05-20,42,33,34,02,47,44,10
100000039,05-17,01,03,48,11,26,15,28
100000038,05-13,19,29,42,36,16,21,10
100000037,05-10,25,38,05,12,42,35,28
100000036,05-06,22,24,36,44,23,06,03
100000035,05-03,18,15,24,28,10,43,35
100000034,04-29,17,07,22,23,01,16,19
100000033,04-26,37,41,39,40,45,20,08
100000032,04-22,46,26,22,04,36,21,41
100000031,04-19,22,35,37,41,46,47,24
100000030,04-15,47,37,42,28,38,15,33
100000029,04-12,24,06,29,33,04,14,45
100000028,04-08,09,38,10,23,37,29,44
100000027,04-05,20,29,24,28,08,10,32
100000026,04-01,32,35,30,20,14,43,33
100000025,03-29,10,18,12,22,04,40,24
100000024,03-25,43,48,18,39,01,35,02
100000023,03-22,20,24,47,36,06,08,27
100000022,03-18,03,15,37,30,23,36,28
100000021,03-15,41,19,28,30,29,04,10
100000020,03-11,11,42,13,21,22,05,25
100000019,03-08,47,25,24,06,01,32,38
100000018,03-04,23,27,22,16,12,18,41
100000017,03-01,03,14,27,08,48,31,23
100000016,02-25,02,28,44,36,20,03,21
100000015,02-22,32,35,20,15,13,39,11
100000014,02-18,20,23,38,37,14,26,33
100000013,02-15,09,15,24,35,33,12,18
100000012,02-11,36,03,45,34,07,04,24
100000011,02-08,31,39,05,06,23,41,16
100000010,02-04,10,49,47,42,41,33,03
100000009,02-01,06,17,25,42,40,01,15
100000008,01-28,18,03,42,24,13,04,47
100000007,01-25,12,39,21,31,13,17,20
100000006,01-21,39,32,43,36,37,02,03
100000005,01-18,15,40,42,38,47,46,17
100000004,01-14,20,32,39,16,17,45,46
100000003,01-11,07,12,20,11,14,10,41
100000002,01-07,34,35,13,47,11,49,20
100000001,01-04,19,14,37,23,47,35,42
099000105,12-31,09,04,39,38,27,36,02
099000104,12-28,36,13,17,02,27,31,18
099000103,12-24,48,27,16,49,43,39,01
099000102,12-21,23,38,12,35,45,01,26
099000101,12-17,41,09,30,35,28,25,12
099000100,12-14,15,41,16,20,32,17,08
099000099,12-10,17,22,26,33,29,01,03
099000098,12-07,30,37,38,49,21,22,34
099000097,12-03,38,23,17,48,33,43,19
099000096,11-30,07,24,08,36,34,38,16
099000095,11-26,22,23,44,35,18,49,26
099000094,11-23,02,26,03,32,48,30,41
099000093,11-19,43,03,40,45,44,06,41
099000092,11-16,02,10,07,12,43,15,22
099000091,11-12,39,10,37,03,23,36,15
099000090,11-09,21,31,30,05,36,07,49
099000089,11-05,47,28,16,05,08,13,46
099000088,11-02,05,34,36,39,04,21,28
099000087,10-29,27,19,13,04,28,26,33
099000086,10-26,03,43,22,35,14,44,26
099000085,10-22,01,18,49,13,04,08,03
099000084,10-19,36,12,21,35,27,37,08
099000083,10-15,46,28,30,01,20,11,10
099000082,10-12,31,08,09,20,10,40,25
099000081,10-08,39,48,14,41,11,03,06
099000080,10-05,14,16,32,21,43,35,49
099000079,10-01,23,37,12,38,48,08,20
099000078,09-28,03,04,32,19,22,40,11
099000077,09-24,36,08,02,29,42,44,22
099000076,09-21,01,22,45,39,35,38,08
099000075,09-17,24,35,12,39,13,34,14
099000074,09-14,19,44,26,02,01,22,03
099000073,09-10,41,10,18,42,14,49,24
099000072,09-07,04,08,43,16,03,41,22
099000071,09-03,05,07,38,47,18,20,37
099000070,08-31,04,20,07,31,43,23,47
099000069,08-27,27,14,47,30,42,08,29
099000068,08-24,06,45,47,30,08,48,29
099000067,08-20,08,28,21,44,38,33,27
099000066,08-17,06,18,19,14,20,42,09
099000065,08-13,36,02,22,30,48,13,09
099000064,08-10,24,25,40,28,03,38,11
099000063,08-06,19,47,22,28,10,21,39
099000062,08-03,03,25,49,15,13,29,09
099000061,07-30,14,11,08,36,12,23,45
099000060,07-27,38,33,44,49,15,03,30
099000059,07-23,43,49,42,15,08,22,07
099000058,07-20,23,29,05,43,27,22,47
099000057,07-16,17,16,32,20,18,45,09
099000056,07-13,02,31,34,05,08,15,12
099000055,07-09,24,35,32,11,25,33,23
099000054,07-06,05,21,48,43,25,11,31
099000053,07-02,23,32,45,07,20,10,17
099000052,06-29,01,04,11,48,20,18,05
099000051,06-25,47,11,27,24,46,39,20
099000050,06-22,15,09,36,26,42,28,40
099000049,06-18,48,26,02,05,15,20,08
099000048,06-15,27,02,04,20,17,44,24
099000047,06-11,42,43,20,21,27,01,26
099000046,06-08,46,40,42,24,08,25,10
099000045,06-04,39,27,28,15,11,37,04
099000044,06-01,02,40,05,15,35,28,01
099000043,05-28,20,43,19,03,26,18,10
099000042,05-25,01,30,43,32,20,34,03
099000041,05-21,44,12,27,16,47,04,39
099000040,05-18,33,03,06,27,14,28,05
099000039,05-14,16,28,47,06,21,03,18
099000038,05-11,42,45,11,13,33,29,02
099000037,05-07,38,23,49,28,19,32,20
099000036,05-04,15,35,04,32,34,23,18
099000035,04-30,44,35,37,39,08,36,20
099000034,04-27,34,35,12,48,14,16,43
099000033,04-23,47,45,04,30,03,49,27
099000032,04-20,07,41,23,32,02,21,42
099000031,04-16,34,31,01,24,40,30,43
099000030,04-13,14,49,46,34,42,12,25
099000029,04-09,49,36,40,04,05,29,26
099000028,04-06,09,23,31,28,27,41,44
099000027,04-02,48,06,21,41,01,16,12
099000026,03-30,16,46,47,49,37,41,14
099000025,03-26,36,17,19,09,23,35,34
099000024,03-23,37,22,35,48,11,28,49
099000023,03-19,08,22,49,18,05,29,47
099000022,03-16,26,36,39,46,37,41,04
099000021,03-12,38,31,35,18,23,19,22
099000020,03-09,12,36,16,07,14,05,04
099000019,03-05,22,35,38,21,03,15,04
099000018,03-02,34,38,02,33,03,09,45
099000017,02-26,22,06,47,32,05,34,01
099000016,02-23,45,19,05,40,48,23,06
099000015,02-19,27,43,14,30,12,37,36
099000014,02-16,49,29,26,43,36,05,12
099000013,02-12,32,01,23,40,14,31,35
099000012,02-09,32,09,13,35,45,34,38
099000011,02-05,36,01,19,05,33,14,16
099000010,02-02,27,15,21,09,41,18,46
099000009,01-29,34,18,16,49,29,44,08
099000008,01-26,26,39,40,33,28,25,10
099000007,01-22,03,23,24,31,32,46,47
099000006,01-19,32,35,25,45,24,13,05
099000005,01-15,47,04,49,07,26,41,03
099000004,01-12,36,01,48,23,46,34,18
099000003,01-08,01,43,21,45,19,08,30
099000002,01-05,32,38,11,24,18,40,47
099000001,01-01,22,20,23,02,16,27,46
098000104,12-29,48,21,25,12,42,29,06
098000103,12-25,09,22,42,12,47,30,27
098000102,12-22,10,11,24,27,14,47,32
098000101,12-18,16,32,45,43,03,42,06
098000100,12-15,43,48,38,44,35,04,37
098000099,12-11,36,12,48,20,29,15,31
098000098,12-08,19,04,32,16,39,27,21
098000097,12-04,13,02,03,22,19,39,21
098000096,12-01,27,11,23,29,49,38,40
098000095,11-27,05,19,15,26,06,01,14
098000094,11-24,13,40,23,27,02,07,04
098000093,11-20,31,13,26,15,05,20,35
098000092,11-17,10,34,01,08,49,04,46
098000091,11-13,47,33,13,32,38,25,26
098000090,11-10,02,25,42,07,22,26,44
098000089,11-06,46,45,10,01,02,44,22
098000088,11-03,13,34,05,26,29,20,30
098000087,10-30,37,08,04,20,39,12,30
098000086,10-27,02,46,28,42,12,32,23
098000085,10-23,06,34,19,18,21,05,10
098000084,10-20,11,14,46,01,12,41,45
098000083,10-16,43,15,30,13,20,29,01
